"team","week","group","first.seen","last.seen","status","time.diff","fix.avail","escaped"
"14","33","Test Team 3",2020-08-17,2021-01-01,0,137,2021-01-01,0
"14","33","Test Team 3",2020-08-20,2021-01-01,0,134,2021-01-01,0
"14","33","Test Team 3",2020-08-19,2021-01-01,0,135,2021-01-01,0
"14","33","Test Team 3",2020-08-20,2021-01-01,0,134,2019-09-18,1
"14","33","Test Team 3",2020-08-19,2021-01-01,0,135,2020-05-07,1
"14","33","Test Team 3",2020-08-17,2021-01-01,0,137,2019-12-08,1
"14","33","Test Team 3",2020-08-16,2021-01-01,0,138,2020-05-23,1
"14","33","Test Team 3",2020-08-18,2021-01-01,0,136,2019-10-05,1
"14","33","Test Team 3",2020-08-20,2021-01-01,0,134,2020-04-07,1
"14","33","Test Team 3",2020-08-16,2021-01-01,0,138,2021-01-01,0
"14","33","Test Team 3",2020-08-22,2021-01-01,0,132,2021-01-01,0
"14","33","Test Team 3",2020-08-22,2021-01-01,0,132,2020-01-19,1
"14","33","Test Team 3",2020-08-21,2021-01-01,0,133,2019-10-22,1
"14","33","Test Team 3",2020-08-20,2021-01-01,0,134,2019-07-10,1
"15","33","Test Team 3",2020-08-17,2021-01-01,0,137,2020-09-21,0
"15","33","Test Team 3",2020-08-21,2021-01-01,0,133,2019-04-08,1
"15","33","Test Team 3",2020-08-19,2021-01-01,0,135,2020-12-26,0
"15","33","Test Team 3",2020-08-20,2021-01-01,0,134,2019-04-24,1
"15","33","Test Team 3",2020-08-16,2021-01-01,0,138,2021-01-01,0
"16","33","Test Team 3",2020-08-16,2021-01-01,0,138,2020-07-09,1
"16","33","Test Team 3",2020-08-18,2021-01-01,0,136,2020-07-04,1
"17","33","Test Team 3",2020-08-18,2021-01-01,0,136,2020-08-02,1
"17","33","Test Team 3",2020-08-17,2021-01-01,0,137,2019-08-26,1
"17","33","Test Team 3",2020-08-18,2021-01-01,0,136,2020-01-16,1
"17","33","Test Team 3",2020-08-17,2021-01-01,0,137,2019-09-27,1
"17","33","Test Team 3",2020-08-16,2021-01-01,0,138,2020-09-08,0
"17","33","Test Team 3",2020-08-19,2021-01-01,0,135,2020-10-22,0
"17","33","Test Team 3",2020-08-21,2021-01-01,0,133,2021-01-01,0
"17","33","Test Team 3",2020-08-17,2021-01-01,0,137,2020-12-18,0
"17","33","Test Team 3",2020-08-21,2020-09-01,1,11,2019-02-24,1
"17","33","Test Team 3",2020-08-21,2021-01-01,0,133,2020-05-30,1
"17","33","Test Team 3",2020-08-21,2021-01-01,0,133,2019-06-25,1
"17","33","Test Team 3",2020-08-22,2021-01-01,0,132,2019-05-21,1
"17","33","Test Team 3",2020-08-21,2021-01-01,0,133,2019-01-15,1
"17","33","Test Team 3",2020-08-20,2021-01-01,0,134,2021-01-01,0
"17","33","Test Team 3",2020-08-20,2021-01-01,0,134,2020-08-13,1
"17","33","Test Team 3",2020-08-18,2021-01-01,0,136,2019-10-12,1
"18","33","Test Team 3",2020-08-17,2021-01-01,0,137,2019-12-10,1
"18","33","Test Team 3",2020-08-18,2020-08-25,1,7,2020-08-18,0
"18","33","Test Team 3",2020-08-22,2020-08-26,1,4,2020-08-26,0
"18","33","Test Team 3",2020-08-18,2021-01-01,0,136,2020-02-08,1
"18","33","Test Team 3",2020-08-20,2021-01-01,0,134,2019-11-03,1
"18","33","Test Team 3",2020-08-16,2021-01-01,0,138,2021-01-01,0
"18","33","Test Team 3",2020-08-18,2020-08-22,1,4,2019-04-15,1
"18","33","Test Team 3",2020-08-20,2021-01-01,0,134,2021-01-01,0
"18","33","Test Team 3",2020-08-22,2021-01-01,0,132,2020-03-01,1
"18","33","Test Team 3",2020-08-16,2021-01-01,0,138,2019-03-24,1
"18","33","Test Team 3",2020-08-21,2021-01-01,0,133,2019-11-25,1
"18","33","Test Team 3",2020-08-22,2021-01-01,0,132,2020-02-03,1
"18","33","Test Team 3",2020-08-19,2021-01-01,0,135,2021-01-01,0
"18","33","Test Team 3",2020-08-17,2021-01-01,0,137,2019-10-20,1
"18","33","Test Team 3",2020-08-18,2021-01-01,0,136,2020-10-23,0
"19","33","Test Team 3",2020-08-21,2021-01-01,0,133,2019-07-24,1
"19","33","Test Team 3",2020-08-16,2021-01-01,0,138,2021-01-01,0
"19","33","Test Team 3",2020-08-20,2021-01-01,0,134,2019-11-28,1
"19","33","Test Team 3",2020-08-17,2021-01-01,0,137,2020-12-03,0
"19","33","Test Team 3",2020-08-20,2021-01-01,0,134,2019-03-30,1
"19","33","Test Team 3",2020-08-17,2021-01-01,0,137,2020-07-18,1
"19","33","Test Team 3",2020-08-19,2021-01-01,0,135,2019-04-27,1
"19","33","Test Team 3",2020-08-21,2021-01-01,0,133,2020-08-28,0
"19","33","Test Team 3",2020-08-18,2021-01-01,0,136,2021-01-01,0
"19","33","Test Team 3",2020-08-18,2021-01-01,0,136,2019-05-19,1
"19","33","Test Team 3",2020-08-20,2021-01-01,0,134,2019-08-04,1
"20","33","Test Team 3",2020-08-16,2021-01-01,0,138,2020-12-21,0
"20","33","Test Team 3",2020-08-16,2021-01-01,0,138,2019-08-12,1
"20","33","Test Team 3",2020-08-21,2021-01-01,0,133,2020-11-29,0
"20","33","Test Team 3",2020-08-16,2021-01-01,0,138,2021-01-01,0
"20","33","Test Team 3",2020-08-18,2021-01-01,0,136,2020-09-13,0
"20","33","Test Team 3",2020-08-17,2021-01-01,0,137,2019-09-09,1
"20","33","Test Team 3",2020-08-18,2020-10-18,1,61,2020-09-30,0
"20","33","Test Team 3",2020-08-17,2021-01-01,0,137,2020-03-21,1
"20","33","Test Team 3",2020-08-16,2021-01-01,0,138,2021-01-01,0
"20","33","Test Team 3",2020-08-16,2021-01-01,0,138,2019-11-09,1
"20","33","Test Team 3",2020-08-21,2021-01-01,0,133,2020-07-17,1
"1","34","Test Team 3",2020-08-24,2021-01-01,0,130,2019-11-27,1
"1","34","Test Team 3",2020-08-24,2021-01-01,0,130,2021-01-01,0
"1","34","Test Team 3",2020-08-27,2021-01-01,0,127,2019-07-23,1
"1","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-10-29,0
"2","34","Test Team 3",2020-08-23,2021-01-01,0,131,2019-04-01,1
"2","34","Test Team 3",2020-08-27,2021-01-01,0,127,2020-05-10,1
"2","34","Test Team 3",2020-08-26,2020-08-31,1,5,2019-05-17,1
"3","34","Test Team 3",2020-08-27,2021-01-01,0,127,2021-01-01,0
"3","34","Test Team 3",2020-08-23,2021-01-01,0,131,2021-01-01,0
"3","34","Test Team 3",2020-08-26,2020-09-01,1,6,2020-08-31,0
"3","34","Test Team 3",2020-08-27,2021-01-01,0,127,2020-05-05,1
"3","34","Test Team 3",2020-08-24,2021-01-01,0,130,2021-01-01,0
"3","34","Test Team 3",2020-08-23,2021-01-01,0,131,2020-03-08,1
"3","34","Test Team 3",2020-08-28,2021-01-01,0,126,2020-05-09,1
"3","34","Test Team 3",2020-08-25,2021-01-01,0,129,2019-12-09,1
"3","34","Test Team 3",2020-08-29,2021-01-01,0,125,2021-01-01,0
"3","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-03-31,1
"3","34","Test Team 3",2020-08-29,2021-01-01,0,125,2021-01-01,0
"3","34","Test Team 3",2020-08-25,2021-01-01,0,129,2021-01-01,0
"4","34","Test Team 3",2020-08-26,2021-01-01,0,128,2021-01-01,0
"4","34","Test Team 3",2020-08-25,2020-09-15,1,21,2020-08-31,0
"4","34","Test Team 3",2020-08-26,2021-01-01,0,128,2020-04-22,1
"4","34","Test Team 3",2020-08-25,2021-01-01,0,129,2020-04-14,1
"4","34","Test Team 3",2020-08-28,2021-01-01,0,126,2020-05-23,1
"4","34","Test Team 3",2020-08-25,2021-01-01,0,129,2020-05-26,1
"4","34","Test Team 3",2020-08-27,2021-01-01,0,127,2019-07-30,1
"4","34","Test Team 3",2020-08-26,2021-01-01,0,128,2020-05-01,1
"4","34","Test Team 3",2020-08-28,2021-01-01,0,126,2020-09-23,0
"4","34","Test Team 3",2020-08-27,2021-01-01,0,127,2020-06-11,1
"4","34","Test Team 3",2020-08-23,2021-01-01,0,131,2020-10-27,0
"4","34","Test Team 3",2020-08-23,2021-01-01,0,131,2021-01-01,0
"5","34","Test Team 3",2020-08-27,2020-09-07,1,11,2020-09-06,0
"5","34","Test Team 3",2020-08-28,2021-01-01,0,126,2020-06-03,1
"5","34","Test Team 3",2020-08-29,2020-09-23,1,25,2020-02-20,1
"5","34","Test Team 3",2020-08-29,2021-01-01,0,125,2019-08-10,1
"5","34","Test Team 3",2020-08-24,2020-08-25,1,1,2019-08-30,1
"5","34","Test Team 3",2020-08-26,2021-01-01,0,128,2019-03-02,1
"5","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-01-21,1
"5","34","Test Team 3",2020-08-27,2021-01-01,0,127,2021-01-01,0
"5","34","Test Team 3",2020-08-29,2021-01-01,0,125,2019-12-10,1
"5","34","Test Team 3",2020-08-29,2021-01-01,0,125,2019-11-02,1
"5","34","Test Team 3",2020-08-26,2021-01-01,0,128,2021-01-01,0
"5","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-12-24,0
"6","34","Test Team 3",2020-08-25,2021-01-01,0,129,2021-01-01,0
"6","34","Test Team 3",2020-08-27,2021-01-01,0,127,2021-01-01,0
"6","34","Test Team 3",2020-08-24,2020-08-29,1,5,2020-08-29,0
"6","34","Test Team 3",2020-08-26,2021-01-01,0,128,2020-05-24,1
"6","34","Test Team 3",2020-08-29,2021-01-01,0,125,2021-01-01,0
"6","34","Test Team 3",2020-08-24,2021-01-01,0,130,2019-07-28,1
"6","34","Test Team 3",2020-08-25,2021-01-01,0,129,2021-01-01,0
"6","34","Test Team 3",2020-08-23,2021-01-01,0,131,2020-11-11,0
"6","34","Test Team 3",2020-08-27,2021-01-01,0,127,2020-11-08,0
"7","34","Test Team 3",2020-08-25,2021-01-01,0,129,2021-01-01,0
"7","34","Test Team 3",2020-08-24,2021-01-01,0,130,2021-01-01,0
"7","34","Test Team 3",2020-08-28,2021-01-01,0,126,2021-01-01,0
"7","34","Test Team 3",2020-08-26,2021-01-01,0,128,2019-04-17,1
"7","34","Test Team 3",2020-08-26,2021-01-01,0,128,2019-06-06,1
"7","34","Test Team 3",2020-08-25,2021-01-01,0,129,2020-07-08,1
"7","34","Test Team 3",2020-08-28,2021-01-01,0,126,2021-01-01,0
"7","34","Test Team 3",2020-08-23,2020-09-10,1,18,2020-05-02,1
"7","34","Test Team 3",2020-08-23,2021-01-01,0,131,2019-10-17,1
"7","34","Test Team 3",2020-08-28,2021-01-01,0,126,2020-09-16,0
"7","34","Test Team 3",2020-08-24,2020-10-08,1,45,2020-09-02,0
"7","34","Test Team 3",2020-08-23,2021-01-01,0,131,2019-08-29,1
"8","34","Test Team 3",2020-08-24,2021-01-01,0,130,2019-01-06,1
"8","34","Test Team 3",2020-08-23,2021-01-01,0,131,2021-01-01,0
"8","34","Test Team 3",2020-08-29,2021-01-01,0,125,2019-08-23,1
"8","34","Test Team 3",2020-08-23,2021-01-01,0,131,2021-01-01,0
"8","34","Test Team 3",2020-08-24,2021-01-01,0,130,2021-01-01,0
"8","34","Test Team 3",2020-08-23,2021-01-01,0,131,2021-01-01,0
"8","34","Test Team 3",2020-08-25,2021-01-01,0,129,2020-06-03,1
"8","34","Test Team 3",2020-08-26,2021-01-01,0,128,2019-12-04,1
"8","34","Test Team 3",2020-08-29,2021-01-01,0,125,2020-10-26,0
"8","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-04-15,1
"9","34","Test Team 3",2020-08-28,2021-01-01,0,126,2021-01-01,0
"10","34","Test Team 3",2020-08-25,2021-01-01,0,129,2020-10-02,0
"10","34","Test Team 3",2020-08-27,2021-01-01,0,127,2019-04-05,1
"10","34","Test Team 3",2020-08-28,2021-01-01,0,126,2019-07-30,1
"10","34","Test Team 3",2020-08-26,2021-01-01,0,128,2020-09-25,0
"10","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-07-06,1
"10","34","Test Team 3",2020-08-25,2021-01-01,0,129,2020-01-04,1
"10","34","Test Team 3",2020-08-25,2021-01-01,0,129,2020-03-25,1
"10","34","Test Team 3",2020-08-26,2021-01-01,0,128,2021-01-01,0
"10","34","Test Team 3",2020-08-28,2021-01-01,0,126,2019-11-10,1
"10","34","Test Team 3",2020-08-29,2021-01-01,0,125,2020-10-11,0
"10","34","Test Team 3",2020-08-23,2020-09-14,1,22,2020-08-30,0
"10","34","Test Team 3",2020-08-23,2021-01-01,0,131,2021-01-01,0
"10","34","Test Team 3",2020-08-29,2021-01-01,0,125,2020-10-09,0
"10","34","Test Team 3",2020-08-24,2020-08-25,1,1,2020-08-25,0
"10","34","Test Team 3",2020-08-23,2021-01-01,0,131,2019-04-06,1
"10","34","Test Team 3",2020-08-23,2021-01-01,0,131,2020-12-03,0
"10","34","Test Team 3",2020-08-27,2021-01-01,0,127,2019-02-28,1
"10","34","Test Team 3",2020-08-25,2020-09-13,1,19,2019-10-26,1
"10","34","Test Team 3",2020-08-27,2021-01-01,0,127,2019-07-11,1
"10","34","Test Team 3",2020-08-26,2020-09-16,1,21,2020-08-26,0
"11","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-10-10,0
"11","34","Test Team 3",2020-08-25,2021-01-01,0,129,2021-01-01,0
"11","34","Test Team 3",2020-08-28,2021-01-01,0,126,2019-01-11,1
"11","34","Test Team 3",2020-08-29,2021-01-01,0,125,2020-07-24,1
"11","34","Test Team 3",2020-08-28,2021-01-01,0,126,2021-01-01,0
"11","34","Test Team 3",2020-08-24,2021-01-01,0,130,2021-01-01,0
"11","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-09-30,0
"11","34","Test Team 3",2020-08-23,2021-01-01,0,131,2021-01-01,0
"11","34","Test Team 3",2020-08-28,2021-01-01,0,126,2020-07-13,1
"11","34","Test Team 3",2020-08-23,2021-01-01,0,131,2019-01-16,1
"11","34","Test Team 3",2020-08-25,2021-01-01,0,129,2021-01-01,0
"11","34","Test Team 3",2020-08-24,2020-09-01,1,8,2020-08-31,0
"11","34","Test Team 3",2020-08-25,2021-01-01,0,129,2019-03-18,1
"11","34","Test Team 3",2020-08-29,2021-01-01,0,125,2020-04-27,1
"11","34","Test Team 3",2020-08-24,2021-01-01,0,130,2021-01-01,0
"12","34","Test Team 3",2020-08-28,2020-09-29,1,32,2020-09-21,0
"12","34","Test Team 3",2020-08-29,2021-01-01,0,125,2019-12-20,1
"13","34","Test Team 3",2020-08-26,2021-01-01,0,128,2020-07-03,1
"13","34","Test Team 3",2020-08-26,2021-01-01,0,128,2021-01-01,0
"13","34","Test Team 3",2020-08-28,2021-01-01,0,126,2019-05-08,1
"13","34","Test Team 3",2020-08-23,2021-01-01,0,131,2020-04-13,1
"13","34","Test Team 3",2020-08-26,2020-08-26,1,0,2019-07-25,1
"13","34","Test Team 3",2020-08-24,2021-01-01,0,130,2021-01-01,0
"13","34","Test Team 3",2020-08-27,2020-09-29,1,33,2020-09-11,0
"14","34","Test Team 3",2020-08-23,2021-01-01,0,131,2020-09-07,0
"14","34","Test Team 3",2020-08-26,2021-01-01,0,128,2019-07-03,1
"14","34","Test Team 3",2020-08-29,2021-01-01,0,125,2020-01-19,1
"14","34","Test Team 3",2020-08-29,2021-01-01,0,125,2020-10-24,0
"14","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-03-15,1
"14","34","Test Team 3",2020-08-26,2021-01-01,0,128,2019-08-30,1
"14","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-10-03,0
"14","34","Test Team 3",2020-08-28,2021-01-01,0,126,2020-12-27,0
"14","34","Test Team 3",2020-08-25,2021-01-01,0,129,2019-07-07,1
"14","34","Test Team 3",2020-08-27,2021-01-01,0,127,2020-05-31,1
"14","34","Test Team 3",2020-08-23,2021-01-01,0,131,2020-10-10,0
"15","34","Test Team 3",2020-08-25,2020-10-10,1,46,2020-09-28,0
"15","34","Test Team 3",2020-08-27,2021-01-01,0,127,2021-01-01,0
"15","34","Test Team 3",2020-08-24,2021-01-01,0,130,2021-01-01,0
"15","34","Test Team 3",2020-08-29,2021-01-01,0,125,2020-04-02,1
"15","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-10-22,0
"15","34","Test Team 3",2020-08-23,2021-01-01,0,131,2019-10-13,1
"15","34","Test Team 3",2020-08-29,2021-01-01,0,125,2020-05-28,1
"15","34","Test Team 3",2020-08-28,2021-01-01,0,126,2019-09-07,1
"15","34","Test Team 3",2020-08-28,2021-01-01,0,126,2020-12-17,0
"15","34","Test Team 3",2020-08-29,2021-01-01,0,125,2019-02-05,1
"16","34","Test Team 3",2020-08-24,2021-01-01,0,130,2021-01-01,0
"16","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-10-28,0
"16","34","Test Team 3",2020-08-28,2021-01-01,0,126,2019-04-21,1
"16","34","Test Team 3",2020-08-29,2021-01-01,0,125,2020-07-01,1
"16","34","Test Team 3",2020-08-28,2021-01-01,0,126,2020-02-23,1
"16","34","Test Team 3",2020-08-25,2020-09-07,1,13,2019-12-19,1
"16","34","Test Team 3",2020-08-27,2021-01-01,0,127,2019-11-01,1
"16","34","Test Team 3",2020-08-25,2021-01-01,0,129,2021-01-01,0
"16","34","Test Team 3",2020-08-28,2021-01-01,0,126,2020-10-20,0
"16","34","Test Team 3",2020-08-27,2021-01-01,0,127,2020-12-31,0
"16","34","Test Team 3",2020-08-26,2021-01-01,0,128,2019-01-08,1
"16","34","Test Team 3",2020-08-29,2021-01-01,0,125,2019-08-05,1
"16","34","Test Team 3",2020-08-26,2021-01-01,0,128,2021-01-01,0
"16","34","Test Team 3",2020-08-26,2021-01-01,0,128,2021-01-01,0
"16","34","Test Team 3",2020-08-27,2021-01-01,0,127,2021-01-01,0
"16","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-03-13,1
"16","34","Test Team 3",2020-08-28,2021-01-01,0,126,2019-01-24,1
"16","34","Test Team 3",2020-08-29,2021-01-01,0,125,2019-04-04,1
"16","34","Test Team 3",2020-08-28,2021-01-01,0,126,2020-05-04,1
"16","34","Test Team 3",2020-08-29,2021-01-01,0,125,2019-10-21,1
"16","34","Test Team 3",2020-08-25,2021-01-01,0,129,2019-12-08,1
"17","34","Test Team 3",2020-08-25,2020-09-26,1,32,2019-10-01,1
"17","34","Test Team 3",2020-08-25,2021-01-01,0,129,2019-05-14,1
"17","34","Test Team 3",2020-08-25,2021-01-01,0,129,2019-10-31,1
"17","34","Test Team 3",2020-08-25,2021-01-01,0,129,2020-01-29,1
"17","34","Test Team 3",2020-08-24,2021-01-01,0,130,2020-01-23,1
"17","34","Test Team 3",2020-08-23,2021-01-01,0,131,2021-01-01,0
"17","34","Test Team 3",2020-08-25,2021-01-01,0,129,2021-01-01,0
"17","34","Test Team 3",2020-08-29,2021-01-01,0,125,2019-04-17,1
"17","34","Test Team 3",2020-08-27,2021-01-01,0,127,2021-01-01,0
"17","34","Test Team 3",2020-08-25,2021-01-01,0,129,2021-01-01,0
"17","34","Test Team 3",2020-08-23,2021-01-01,0,131,2021-01-01,0
"17","34","Test Team 3",2020-08-27,2021-01-01,0,127,2020-12-30,0
"17","34","Test Team 3",2020-08-24,2021-01-01,0,130,2021-01-01,0
"18","34","Test Team 3",2020-08-25,2021-01-01,0,129,2020-07-06,1
"18","34","Test Team 3",2020-08-26,2020-11-13,1,79,2020-05-22,1
"18","34","Test Team 3",2020-08-25,2021-01-01,0,129,2020-05-19,1
"19","34","Test Team 3",2020-08-27,2021-01-01,0,127,2019-12-03,1
"19","34","Test Team 3",2020-08-24,2020-09-14,1,21,2019-01-20,1
"19","34","Test Team 3",2020-08-23,2021-01-01,0,131,2020-01-25,1
"19","34","Test Team 3",2020-08-27,2021-01-01,0,127,2021-01-01,0
"19","34","Test Team 3",2020-08-26,2021-01-01,0,128,2021-01-01,0
"19","34","Test Team 3",2020-08-28,2021-01-01,0,126,2019-11-01,1
"19","34","Test Team 3",2020-08-25,2021-01-01,0,129,2020-08-09,1
"19","34","Test Team 3",2020-08-24,2021-01-01,0,130,2019-02-12,1
"19","34","Test Team 3",2020-08-25,2020-10-05,1,41,2020-09-12,0
"19","34","Test Team 3",2020-08-24,2021-01-01,0,130,2019-09-27,1
"19","34","Test Team 3",2020-08-29,2021-01-01,0,125,2020-10-15,0
"19","34","Test Team 3",2020-08-25,2020-09-10,1,16,2020-09-02,0
"19","34","Test Team 3",2020-08-26,2021-01-01,0,128,2019-01-15,1
"19","34","Test Team 3",2020-08-25,2021-01-01,0,129,2021-01-01,0
"20","34","Test Team 3",2020-08-25,2021-01-01,0,129,2019-04-09,1
"1","35","Test Team 3",2020-08-30,2021-01-01,0,124,2020-01-29,1
"1","35","Test Team 3",2020-09-04,2021-01-01,0,119,2021-01-01,0
"1","35","Test Team 3",2020-09-01,2021-01-01,0,122,2020-04-04,1
"1","35","Test Team 3",2020-09-02,2021-01-01,0,121,2019-06-16,1
"1","35","Test Team 3",2020-09-02,2021-01-01,0,121,2021-01-01,0
"1","35","Test Team 3",2020-09-02,2021-01-01,0,121,2021-01-01,0
"1","35","Test Team 3",2020-09-04,2020-11-05,1,62,2019-09-01,1
"1","35","Test Team 3",2020-08-30,2021-01-01,0,124,2019-10-14,1
"1","35","Test Team 3",2020-08-31,2020-09-03,1,3,2020-09-03,0
"1","35","Test Team 3",2020-09-02,2021-01-01,0,121,2019-05-22,1
"1","35","Test Team 3",2020-09-05,2021-01-01,0,118,2021-01-01,0
"2","35","Test Team 3",2020-09-04,2021-01-01,0,119,2020-06-28,1
"3","35","Test Team 3",2020-09-03,2021-01-01,0,120,2019-04-05,1
"3","35","Test Team 3",2020-09-01,2021-01-01,0,122,2019-04-20,1
"3","35","Test Team 3",2020-08-31,2021-01-01,0,123,2019-07-07,1
"3","35","Test Team 3",2020-08-31,2020-09-14,1,14,2019-06-05,1
"4","35","Test Team 3",2020-09-05,2021-01-01,0,118,2019-06-16,1
"4","35","Test Team 3",2020-08-31,2021-01-01,0,123,2019-09-08,1
"4","35","Test Team 3",2020-09-03,2021-01-01,0,120,2021-01-01,0
"4","35","Test Team 3",2020-08-30,2021-01-01,0,124,2020-12-27,0
"4","35","Test Team 3",2020-09-01,2021-01-01,0,122,2021-01-01,0
"5","35","Test Team 3",2020-09-03,2021-01-01,0,120,2021-01-01,0
"5","35","Test Team 3",2020-08-31,2021-01-01,0,123,2019-08-25,1
"5","35","Test Team 3",2020-09-03,2021-01-01,0,120,2020-01-04,1
"5","35","Test Team 3",2020-09-02,2021-01-01,0,121,2021-01-01,0
"5","35","Test Team 3",2020-08-30,2021-01-01,0,124,2019-10-31,1
"5","35","Test Team 3",2020-09-03,2021-01-01,0,120,2020-06-12,1
"5","35","Test Team 3",2020-09-05,2021-01-01,0,118,2020-06-15,1
"5","35","Test Team 3",2020-08-30,2021-01-01,0,124,2019-04-22,1
"5","35","Test Team 3",2020-09-03,2021-01-01,0,120,2020-03-08,1
"5","35","Test Team 3",2020-09-02,2021-01-01,0,121,2020-11-28,0
"5","35","Test Team 3",2020-09-04,2021-01-01,0,119,2020-03-06,1
"5","35","Test Team 3",2020-09-02,2020-09-21,1,19,2019-01-08,1
"5","35","Test Team 3",2020-09-04,2021-01-01,0,119,2019-06-03,1
"5","35","Test Team 3",2020-09-02,2021-01-01,0,121,2020-12-22,0
"5","35","Test Team 3",2020-09-04,2021-01-01,0,119,2019-01-06,1
"5","35","Test Team 3",2020-08-31,2021-01-01,0,123,2019-02-23,1
"5","35","Test Team 3",2020-08-30,2021-01-01,0,124,2021-01-01,0
"5","35","Test Team 3",2020-08-30,2021-01-01,0,124,2019-05-30,1
"5","35","Test Team 3",2020-08-30,2021-01-01,0,124,2020-12-30,0
"5","35","Test Team 3",2020-08-31,2021-01-01,0,123,2020-04-16,1
"6","35","Test Team 3",2020-09-01,2021-01-01,0,122,2020-03-07,1
"6","35","Test Team 3",2020-08-31,2021-01-01,0,123,2020-01-20,1
"6","35","Test Team 3",2020-09-04,2021-01-01,0,119,2020-08-07,1
"6","35","Test Team 3",2020-09-02,2021-01-01,0,121,2021-01-01,0
"6","35","Test Team 3",2020-09-02,2021-01-01,0,121,2020-10-31,0
"6","35","Test Team 3",2020-09-02,2021-01-01,0,121,2019-11-10,1
"6","35","Test Team 3",2020-08-30,2021-01-01,0,124,2019-07-09,1
"6","35","Test Team 3",2020-09-02,2020-10-02,1,30,2019-07-29,1
"6","35","Test Team 3",2020-09-05,2021-01-01,0,118,2020-06-06,1
"6","35","Test Team 3",2020-09-05,2021-01-01,0,118,2021-01-01,0
"7","35","Test Team 3",2020-09-04,2021-01-01,0,119,2021-01-01,0
"7","35","Test Team 3",2020-09-03,2021-01-01,0,120,2020-09-02,1
"7","35","Test Team 3",2020-09-03,2021-01-01,0,120,2021-01-01,0
"7","35","Test Team 3",2020-09-01,2021-01-01,0,122,2021-01-01,0
"7","35","Test Team 3",2020-09-05,2021-01-01,0,118,2019-01-08,1
"7","35","Test Team 3",2020-08-30,2021-01-01,0,124,2021-01-01,0
"7","35","Test Team 3",2020-08-30,2021-01-01,0,124,2019-06-15,1
"7","35","Test Team 3",2020-09-02,2021-01-01,0,121,2021-01-01,0
"8","35","Test Team 3",2020-09-05,2020-09-12,1,7,2020-07-04,1
"8","35","Test Team 3",2020-08-31,2021-01-01,0,123,2019-03-18,1
"8","35","Test Team 3",2020-09-05,2021-01-01,0,118,2020-08-04,1
"9","35","Test Team 3",2020-08-30,2021-01-01,0,124,2020-11-19,0
"9","35","Test Team 3",2020-09-04,2021-01-01,0,119,2020-06-30,1
"9","35","Test Team 3",2020-09-04,2021-01-01,0,119,2021-01-01,0
"9","35","Test Team 3",2020-09-01,2021-01-01,0,122,2020-03-24,1
"9","35","Test Team 3",2020-09-03,2021-01-01,0,120,2019-03-25,1
"9","35","Test Team 3",2020-09-05,2021-01-01,0,118,2020-03-12,1
"9","35","Test Team 3",2020-09-01,2021-01-01,0,122,2019-04-07,1
"9","35","Test Team 3",2020-08-31,2021-01-01,0,123,2020-03-07,1
"9","35","Test Team 3",2020-09-03,2021-01-01,0,120,2021-01-01,0
"9","35","Test Team 3",2020-09-04,2021-01-01,0,119,2019-02-10,1
"9","35","Test Team 3",2020-09-02,2021-01-01,0,121,2019-08-10,1
"9","35","Test Team 3",2020-09-01,2021-01-01,0,122,2021-01-01,0
"9","35","Test Team 3",2020-09-02,2021-01-01,0,121,2020-10-05,0
"9","35","Test Team 3",2020-09-01,2021-01-01,0,122,2020-08-05,1
"9","35","Test Team 3",2020-09-02,2021-01-01,0,121,2021-01-01,0
"9","35","Test Team 3",2020-09-03,2021-01-01,0,120,2019-06-05,1
"9","35","Test Team 3",2020-08-31,2021-01-01,0,123,2020-11-08,0
"9","35","Test Team 3",2020-09-02,2021-01-01,0,121,2021-01-01,0
"9","35","Test Team 3",2020-09-02,2021-01-01,0,121,2019-08-22,1
"9","35","Test Team 3",2020-09-03,2021-01-01,0,120,2019-05-25,1
"10","35","Test Team 3",2020-09-01,2021-01-01,0,122,2019-11-21,1
"10","35","Test Team 3",2020-08-31,2021-01-01,0,123,2020-03-09,1
"11","35","Test Team 3",2020-09-01,2021-01-01,0,122,2020-05-30,1
"11","35","Test Team 3",2020-09-04,2021-01-01,0,119,2020-09-21,0
"11","35","Test Team 3",2020-09-04,2020-09-11,1,7,2019-08-06,1
"11","35","Test Team 3",2020-09-04,2021-01-01,0,119,2021-01-01,0
"11","35","Test Team 3",2020-09-04,2021-01-01,0,119,2021-01-01,0
"11","35","Test Team 3",2020-09-03,2021-01-01,0,120,2020-01-25,1
"11","35","Test Team 3",2020-09-01,2021-01-01,0,122,2021-01-01,0
"11","35","Test Team 3",2020-08-30,2021-01-01,0,124,2020-11-08,0
