"team","group","first.seen","last.seen"
"9","Test Team 2",2020-12-15,2021-01-01
"9","Test Team 2",2020-12-15,2021-01-01
"10","Test Team 2",2020-12-15,2021-01-01
"10","Test Team 2",2020-12-15,2021-01-01
"10","Test Team 2",2020-12-15,2021-01-01
"10","Test Team 2",2020-12-13,2021-01-01
"10","Test Team 2",2020-12-15,2021-01-01
"10","Test Team 2",2020-12-15,2021-01-01
"10","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-13,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-14,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"11","Test Team 2",2020-12-13,2021-01-01
"11","Test Team 2",2020-12-15,2021-01-01
"12","Test Team 2",2020-12-13,2021-01-01
"12","Test Team 2",2020-12-15,2021-01-01
"13","Test Team 2",2020-12-15,2021-01-01
"13","Test Team 2",2020-12-15,2021-01-01
"13","Test Team 2",2020-12-15,2021-01-01
"13","Test Team 2",2020-12-14,2021-01-01
"13","Test Team 2",2020-12-13,2021-01-01
"13","Test Team 2",2020-12-15,2021-01-01
"13","Test Team 2",2020-12-15,2021-01-01
"13","Test Team 2",2020-12-15,2020-12-23
"13","Test Team 2",2020-12-15,2021-01-01
"13","Test Team 2",2020-12-15,2021-01-01
"13","Test Team 2",2020-12-15,2021-01-01
"13","Test Team 2",2020-12-13,2021-01-01
"14","Test Team 2",2020-12-15,2021-01-01
"14","Test Team 2",2020-12-15,2021-01-01
"14","Test Team 2",2020-12-14,2021-01-01
"14","Test Team 2",2020-12-14,2021-01-01
"14","Test Team 2",2020-12-15,2021-01-01
"14","Test Team 2",2020-12-15,2021-01-01
"14","Test Team 2",2020-12-15,2021-01-01
"14","Test Team 2",2020-12-15,2021-01-01
"14","Test Team 2",2020-12-15,2021-01-01
"14","Test Team 2",2020-12-15,2021-01-01
"14","Test Team 2",2020-12-15,2021-01-01
"14","Test Team 2",2020-12-15,2021-01-01
"14","Test Team 2",2020-12-15,2021-01-01
"15","Test Team 2",2020-12-15,2021-01-01
"15","Test Team 2",2020-12-15,2021-01-01
"15","Test Team 2",2020-12-14,2021-01-01
"15","Test Team 2",2020-12-15,2021-01-01
"15","Test Team 2",2020-12-14,2021-01-01
"15","Test Team 2",2020-12-15,2021-01-01
"15","Test Team 2",2020-12-14,2021-01-01
"15","Test Team 2",2020-12-13,2021-01-01
"15","Test Team 2",2020-12-14,2021-01-01
"1","Test Team 2",2020-12-21,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-21,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-21,2021-01-01
"1","Test Team 2",2020-12-20,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"1","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-21,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-21,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-22,2020-12-29
"2","Test Team 2",2020-12-22,2021-01-01
"2","Test Team 2",2020-12-22,2021-01-01
"3","Test Team 2",2020-12-22,2020-12-29
"3","Test Team 2",2020-12-22,2021-01-01
"3","Test Team 2",2020-12-22,2021-01-01
"3","Test Team 2",2020-12-22,2020-12-28
"3","Test Team 2",2020-12-22,2021-01-01
"3","Test Team 2",2020-12-22,2021-01-01
"3","Test Team 2",2020-12-21,2021-01-01
"3","Test Team 2",2020-12-22,2021-01-01
"4","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-20,2021-01-01
"5","Test Team 2",2020-12-20,2021-01-01
"5","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-20,2021-01-01
"5","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-20,2020-12-29
"5","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-22,2020-12-29
"5","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-21,2021-01-01
"5","Test Team 2",2020-12-20,2021-01-01
"5","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-20,2021-01-01
"5","Test Team 2",2020-12-22,2020-12-30
"5","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-20,2021-01-01
"5","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-22,2021-01-01
"5","Test Team 2",2020-12-22,2020-12-23
"5","Test Team 2",2020-12-22,2021-01-01
"6","Test Team 2",2020-12-22,2021-01-01
"7","Test Team 2",2020-12-22,2021-01-01
"7","Test Team 2",2020-12-22,2021-01-01
"7","Test Team 2",2020-12-22,2021-01-01
"7","Test Team 2",2020-12-21,2021-01-01
"8","Test Team 2",2020-12-22,2021-01-01
"8","Test Team 2",2020-12-22,2021-01-01
"8","Test Team 2",2020-12-22,2021-01-01
"8","Test Team 2",2020-12-22,2021-01-01
"9","Test Team 2",2020-12-22,2021-01-01
"9","Test Team 2",2020-12-20,2021-01-01
"9","Test Team 2",2020-12-22,2021-01-01
"9","Test Team 2",2020-12-20,2021-01-01
"9","Test Team 2",2020-12-22,2021-01-01
"9","Test Team 2",2020-12-21,2021-01-01
"9","Test Team 2",2020-12-20,2021-01-01
"9","Test Team 2",2020-12-22,2020-12-23
"9","Test Team 2",2020-12-21,2021-01-01
"9","Test Team 2",2020-12-22,2021-01-01
"9","Test Team 2",2020-12-20,2021-01-01
"9","Test Team 2",2020-12-22,2021-01-01
"9","Test Team 2",2020-12-20,2020-12-22
"9","Test Team 2",2020-12-22,2021-01-01
"9","Test Team 2",2020-12-22,2021-01-01
"10","Test Team 2",2020-12-22,2021-01-01
"10","Test Team 2",2020-12-22,2021-01-01
"11","Test Team 2",2020-12-22,2021-01-01
"11","Test Team 2",2020-12-20,2021-01-01
"11","Test Team 2",2020-12-21,2021-01-01
"11","Test Team 2",2020-12-20,2021-01-01
"11","Test Team 2",2020-12-21,2021-01-01
"12","Test Team 2",2020-12-22,2021-01-01
"12","Test Team 2",2020-12-21,2021-01-01
"12","Test Team 2",2020-12-22,2021-01-01
"12","Test Team 2",2020-12-22,2021-01-01
"12","Test Team 2",2020-12-22,2021-01-01
"12","Test Team 2",2020-12-22,2021-01-01
"12","Test Team 2",2020-12-22,2021-01-01
"13","Test Team 2",2020-12-22,2021-01-01
"13","Test Team 2",2020-12-20,2020-12-30
"13","Test Team 2",2020-12-22,2021-01-01
"13","Test Team 2",2020-12-21,2021-01-01
"13","Test Team 2",2020-12-22,2021-01-01
"13","Test Team 2",2020-12-21,2021-01-01
"13","Test Team 2",2020-12-22,2021-01-01
"13","Test Team 2",2020-12-22,2021-01-01
"13","Test Team 2",2020-12-20,2021-01-01
"14","Test Team 2",2020-12-22,2021-01-01
"14","Test Team 2",2020-12-22,2021-01-01
"14","Test Team 2",2020-12-20,2021-01-01
"14","Test Team 2",2020-12-22,2021-01-01
"15","Test Team 2",2020-12-22,2021-01-01
"15","Test Team 2",2020-12-22,2021-01-01
"15","Test Team 2",2020-12-22,2021-01-01
"15","Test Team 2",2020-12-22,2021-01-01
"15","Test Team 2",2020-12-22,2021-01-01
"15","Test Team 2",2020-12-22,2021-01-01
"15","Test Team 2",2020-12-22,2021-01-01
"15","Test Team 2",2020-12-22,2021-01-01
"15","Test Team 2",2020-12-20,2021-01-01
"1","Test Team 2",2020-12-29,2021-01-01
"1","Test Team 2",2020-12-29,2021-01-01
"1","Test Team 2",2020-12-29,2021-01-01
"1","Test Team 2",2020-12-29,2021-01-01
"1","Test Team 2",2020-12-29,2021-01-01
"1","Test Team 2",2020-12-28,2021-01-01
"1","Test Team 2",2020-12-28,2021-01-01
"1","Test Team 2",2020-12-29,2021-01-01
"1","Test Team 2",2020-12-28,2021-01-01
"1","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-28,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-28,2021-01-01
"2","Test Team 2",2020-12-28,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"2","Test Team 2",2020-12-29,2021-01-01
"3","Test Team 2",2020-12-29,2021-01-01
"3","Test Team 2",2020-12-29,2021-01-01
"3","Test Team 2",2020-12-29,2021-01-01
"3","Test Team 2",2020-12-29,2021-01-01
"3","Test Team 2",2020-12-29,2021-01-01
"3","Test Team 2",2020-12-29,2021-01-01
"3","Test Team 2",2020-12-29,2021-01-01
"3","Test Team 2",2020-12-28,2021-01-01
"4","Test Team 2",2020-12-29,2021-01-01
"4","Test Team 2",2020-12-28,2021-01-01
"4","Test Team 2",2020-12-28,2021-01-01
"4","Test Team 2",2020-12-29,2021-01-01
"4","Test Team 2",2020-12-29,2021-01-01
"4","Test Team 2",2020-12-29,2021-01-01
"4","Test Team 2",2020-12-29,2021-01-01
"4","Test Team 2",2020-12-29,2021-01-01
"4","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-28,2021-01-01
"5","Test Team 2",2020-12-28,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-28,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-28,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-28,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"5","Test Team 2",2020-12-29,2021-01-01
"6","Test Team 2",2020-12-28,2021-01-01
"6","Test Team 2",2020-12-29,2021-01-01
"6","Test Team 2",2020-12-29,2021-01-01
"6","Test Team 2",2020-12-29,2021-01-01
"6","Test Team 2",2020-12-29,2021-01-01
"6","Test Team 2",2020-12-29,2021-01-01
"6","Test Team 2",2020-12-29,2021-01-01
"6","Test Team 2",2020-12-29,2021-01-01
"6","Test Team 2",2020-12-28,2021-01-01
"7","Test Team 2",2020-12-29,2021-01-01
"7","Test Team 2",2020-12-29,2021-01-01
"7","Test Team 2",2020-12-29,2021-01-01
"7","Test Team 2",2020-12-28,2021-01-01
"7","Test Team 2",2020-12-29,2021-01-01
"7","Test Team 2",2020-12-29,2021-01-01
"7","Test Team 2",2020-12-28,2021-01-01
"7","Test Team 2",2020-12-29,2021-01-01
"7","Test Team 2",2020-12-29,2021-01-01
"7","Test Team 2",2020-12-29,2021-01-01
"7","Test Team 2",2020-12-29,2021-01-01
"8","Test Team 2",2020-12-29,2021-01-01
"8","Test Team 2",2020-12-29,2021-01-01
"8","Test Team 2",2020-12-29,2021-01-01
"8","Test Team 2",2020-12-29,2021-01-01
"8","Test Team 2",2020-12-28,2021-01-01
"8","Test Team 2",2020-12-28,2021-01-01
"8","Test Team 2",2020-12-28,2021-01-01
"8","Test Team 2",2020-12-29,2021-01-01
"8","Test Team 2",2020-12-29,2021-01-01
"8","Test Team 2",2020-12-28,2021-01-01
"8","Test Team 2",2020-12-28,2021-01-01
"9","Test Team 2",2020-12-29,2021-01-01
"9","Test Team 2",2020-12-28,2021-01-01
"9","Test Team 2",2020-12-28,2021-01-01
"9","Test Team 2",2020-12-29,2021-01-01
"9","Test Team 2",2020-12-29,2021-01-01
"9","Test Team 2",2020-12-29,2021-01-01
"10","Test Team 2",2020-12-28,2021-01-01
"10","Test Team 2",2020-12-29,2021-01-01
"10","Test Team 2",2020-12-29,2021-01-01
"10","Test Team 2",2020-12-29,2021-01-01
"10","Test Team 2",2020-12-28,2021-01-01
"10","Test Team 2",2020-12-29,2021-01-01
"10","Test Team 2",2020-12-29,2021-01-01
"10","Test Team 2",2020-12-29,2021-01-01
"10","Test Team 2",2020-12-29,2020-12-30
"10","Test Team 2",2020-12-29,2021-01-01
"10","Test Team 2",2020-12-29,2021-01-01
"10","Test Team 2",2020-12-29,2021-01-01
"10","Test Team 2",2020-12-29,2021-01-01
"11","Test Team 2",2020-12-28,2021-01-01
"11","Test Team 2",2020-12-28,2021-01-01
"11","Test Team 2",2020-12-29,2021-01-01
"11","Test Team 2",2020-12-29,2021-01-01
"11","Test Team 2",2020-12-28,2021-01-01
"11","Test Team 2",2020-12-29,2021-01-01
"11","Test Team 2",2020-12-29,2021-01-01
"12","Test Team 2",2020-12-29,2021-01-01
"12","Test Team 2",2020-12-29,2021-01-01
"12","Test Team 2",2020-12-29,2021-01-01
"12","Test Team 2",2020-12-29,2021-01-01
"13","Test Team 2",2020-12-29,2021-01-01
"13","Test Team 2",2020-12-29,2021-01-01
"13","Test Team 2",2020-12-29,2021-01-01
"13","Test Team 2",2020-12-28,2021-01-01
"13","Test Team 2",2020-12-28,2021-01-01
"13","Test Team 2",2020-12-29,2021-01-01
"13","Test Team 2",2020-12-29,2021-01-01
"14","Test Team 2",2020-12-28,2021-01-01
"14","Test Team 2",2020-12-28,2021-01-01
"14","Test Team 2",2020-12-29,2021-01-01
"14","Test Team 2",2020-12-29,2021-01-01
"14","Test Team 2",2020-12-29,2021-01-01
"14","Test Team 2",2020-12-29,2021-01-01
"14","Test Team 2",2020-12-29,2021-01-01
"14","Test Team 2",2020-12-29,2021-01-01
"14","Test Team 2",2020-12-28,2021-01-01
"14","Test Team 2",2020-12-28,2020-12-29
"14","Test Team 2",2020-12-29,2020-12-29
"15","Test Team 2",2020-12-28,2021-01-01
"15","Test Team 2",2020-12-28,2021-01-01
"15","Test Team 2",2020-12-29,2021-01-01
"15","Test Team 2",2020-12-29,2021-01-01
"15","Test Team 2",2020-12-29,2021-01-01
"15","Test Team 2",2020-12-29,2021-01-01
"15","Test Team 2",2020-12-28,2021-01-01
"1","Test Team 3",2020-01-07,2020-01-20
"1","Test Team 3",2020-01-07,2020-01-08
"1","Test Team 3",2020-01-07,2020-01-08
"1","Test Team 3",2020-01-07,2020-01-08
"1","Test Team 3",2020-01-07,2020-01-08
"1","Test Team 3",2020-01-07,2020-01-08
"1","Test Team 3",2020-01-06,2020-01-08
"1","Test Team 3",2020-01-05,2020-01-07
"1","Test Team 3",2020-01-07,2020-01-07
"1","Test Team 3",2020-01-05,2020-01-08
"1","Test Team 3",2020-01-06,2020-03-02
"1","Test Team 3",2020-01-07,2020-01-08
"1","Test Team 3",2020-01-06,2020-01-14
"1","Test Team 3",2020-01-07,2020-01-07
"1","Test Team 3",2020-01-07,2020-01-08
"1","Test Team 3",2020-01-07,2020-01-08
"1","Test Team 3",2020-01-07,2020-01-08
"2","Test Team 3",2020-01-07,2021-01-01
"2","Test Team 3",2020-01-07,2020-04-21
"2","Test Team 3",2020-01-07,2020-01-08
"2","Test Team 3",2020-01-07,2020-02-02
"2","Test Team 3",2020-01-07,2020-01-15
"2","Test Team 3",2020-01-07,2020-01-28
"2","Test Team 3",2020-01-07,2020-01-28
"2","Test Team 3",2020-01-07,2020-01-07
"2","Test Team 3",2020-01-07,2020-02-11
"2","Test Team 3",2020-01-07,2020-07-28
"2","Test Team 3",2020-01-07,2020-02-04
"2","Test Team 3",2020-01-07,2020-01-15
"2","Test Team 3",2020-01-06,2020-01-21
"2","Test Team 3",2020-01-07,2020-01-27
"2","Test Team 3",2020-01-05,2021-01-01
"2","Test Team 3",2020-01-07,2020-01-28
"2","Test Team 3",2020-01-07,2020-04-28
"2","Test Team 3",2020-01-05,2020-01-21
"3","Test Team 3",2020-01-07,2020-01-27
"4","Test Team 3",2020-01-07,2020-01-08
"4","Test Team 3",2020-01-07,2020-01-07
"4","Test Team 3",2020-01-07,2020-01-08
"4","Test Team 3",2020-01-07,2020-01-07
"4","Test Team 3",2020-01-06,2020-01-07
"4","Test Team 3",2020-01-07,2020-01-07
"4","Test Team 3",2020-01-07,2020-03-01
"4","Test Team 3",2020-01-07,2020-01-07
"4","Test Team 3",2020-01-05,2021-01-01
"4","Test Team 3",2020-01-06,2020-01-07
"5","Test Team 3",2020-01-07,2021-01-01
"5","Test Team 3",2020-01-07,2020-07-07
"5","Test Team 3",2020-01-07,2020-01-14
"5","Test Team 3",2020-01-07,2020-09-22
"5","Test Team 3",2020-01-07,2021-01-01
"5","Test Team 3",2020-01-07,2020-01-14
"5","Test Team 3",2020-01-05,2020-06-14
"5","Test Team 3",2020-01-07,2020-04-07
"5","Test Team 3",2020-01-05,2021-01-01
"5","Test Team 3",2020-01-07,2020-06-30
"5","Test Team 3",2020-01-07,2021-01-01
"5","Test Team 3",2020-01-06,2021-01-01
"6","Test Team 3",2020-01-05,2021-01-01
"6","Test Team 3",2020-01-06,2020-01-07
"6","Test Team 3",2020-01-06,2020-01-07
"6","Test Team 3",2020-01-05,2020-01-07
"7","Test Team 3",2020-01-07,2020-03-02
"7","Test Team 3",2020-01-07,2020-04-21
"7","Test Team 3",2020-01-07,2020-01-07
"7","Test Team 3",2020-01-06,2020-03-22
"7","Test Team 3",2020-01-07,2020-01-08
"7","Test Team 3",2020-01-05,2020-01-07
"7","Test Team 3",2020-01-07,2020-01-20
"7","Test Team 3",2020-01-05,2020-08-11
"8","Test Team 3",2020-01-05,2021-01-01
"8","Test Team 3",2020-01-07,2020-01-07
"8","Test Team 3",2020-01-07,2020-01-08
"8","Test Team 3",2020-01-07,2020-01-21
"8","Test Team 3",2020-01-07,2020-01-08
"8","Test Team 3",2020-01-07,2020-01-07
"8","Test Team 3",2020-01-05,2020-03-10
"8","Test Team 3",2020-01-07,2020-01-07
"8","Test Team 3",2020-01-07,2020-02-25
"8","Test Team 3",2020-01-07,2020-01-08
"8","Test Team 3",2020-01-07,2020-02-25
"8","Test Team 3",2020-01-07,2020-05-26
"9","Test Team 3",2020-01-07,2020-01-07
"9","Test Team 3",2020-01-07,2020-01-08
"9","Test Team 3",2020-01-05,2020-01-07
"9","Test Team 3",2020-01-07,2020-01-08
"10","Test Team 3",2020-01-07,2020-01-28
"10","Test Team 3",2020-01-07,2020-01-14
"10","Test Team 3",2020-01-07,2020-02-18
"10","Test Team 3",2020-01-06,2020-01-14
"10","Test Team 3",2020-01-05,2021-01-01
"10","Test Team 3",2020-01-07,2020-05-12
"10","Test Team 3",2020-01-06,2020-01-14
"10","Test Team 3",2020-01-06,2020-01-22
"10","Test Team 3",2020-01-07,2020-01-14
"10","Test Team 3",2020-01-07,2021-01-01
"10","Test Team 3",2020-01-07,2020-06-16
"11","Test Team 3",2020-01-07,2020-01-08
"11","Test Team 3",2020-01-07,2020-03-10
"11","Test Team 3",2020-01-07,2020-01-07
"11","Test Team 3",2020-01-07,2020-01-08
"11","Test Team 3",2020-01-07,2020-01-08
"11","Test Team 3",2020-01-07,2020-02-16
"11","Test Team 3",2020-01-07,2020-02-18
"11","Test Team 3",2020-01-05,2020-07-14
"11","Test Team 3",2020-01-07,2020-01-15
"11","Test Team 3",2020-01-07,2020-01-08
"11","Test Team 3",2020-01-07,2020-02-02
"11","Test Team 3",2020-01-07,2020-01-14
"12","Test Team 3",2020-01-07,2020-01-08
"12","Test Team 3",2020-01-07,2020-01-07
"12","Test Team 3",2020-01-07,2020-01-14
"12","Test Team 3",2020-01-07,2020-01-08
"13","Test Team 3",2020-01-05,2020-01-12
"13","Test Team 3",2020-01-06,2020-01-15
"13","Test Team 3",2020-01-05,2020-01-12
"13","Test Team 3",2020-01-05,2020-01-21
"13","Test Team 3",2020-01-05,2020-03-17
"14","Test Team 3",2020-01-07,2020-01-20
"14","Test Team 3",2020-01-06,2020-04-20
"14","Test Team 3",2020-01-07,2020-02-11
"14","Test Team 3",2020-01-06,2020-01-06
"15","Test Team 3",2020-01-07,2020-03-16
"15","Test Team 3",2020-01-07,2020-01-07
"15","Test Team 3",2020-01-07,2020-04-21
"15","Test Team 3",2020-01-06,2020-08-04
"15","Test Team 3",2020-01-07,2020-07-28
"15","Test Team 3",2020-01-07,2020-06-09
"15","Test Team 3",2020-01-07,2020-09-22
"15","Test Team 3",2020-01-07,2020-12-28
"15","Test Team 3",2020-01-07,2020-12-08
"15","Test Team 3",2020-01-07,2020-01-14
"15","Test Team 3",2020-01-07,2021-01-01
"15","Test Team 3",2020-01-07,2020-04-07
"15","Test Team 3",2020-01-07,2020-05-05
"16","Test Team 3",2020-01-07,2020-05-05
"16","Test Team 3",2020-01-07,2020-01-07
"17","Test Team 3",2020-01-07,2020-01-08
"17","Test Team 3",2020-01-07,2020-02-11
"17","Test Team 3",2020-01-05,2020-01-21
"17","Test Team 3",2020-01-06,2020-02-10
"17","Test Team 3",2020-01-07,2020-01-08
"17","Test Team 3",2020-01-07,2020-01-14
"17","Test Team 3",2020-01-07,2020-01-14
"18","Test Team 3",2020-01-07,2020-01-22
"18","Test Team 3",2020-01-07,2020-04-28
"18","Test Team 3",2020-01-07,2020-04-07
"18","Test Team 3",2020-01-07,2020-01-08
"18","Test Team 3",2020-01-05,2020-08-04
"18","Test Team 3",2020-01-07,2020-06-16
"18","Test Team 3",2020-01-07,2020-01-20
"18","Test Team 3",2020-01-05,2020-01-19
"18","Test Team 3",2020-01-07,2020-08-18
"18","Test Team 3",2020-01-07,2020-01-08
"18","Test Team 3",2020-01-07,2021-01-01
"18","Test Team 3",2020-01-06,2020-02-11
"18","Test Team 3",2020-01-06,2020-09-01
"19","Test Team 3",2020-01-07,2020-01-07
"19","Test Team 3",2020-01-07,2020-01-07
"19","Test Team 3",2020-01-07,2020-04-21
"19","Test Team 3",2020-01-07,2020-01-08
"19","Test Team 3",2020-01-05,2020-07-21
"19","Test Team 3",2020-01-07,2020-01-07
"19","Test Team 3",2020-01-05,2020-01-07
"19","Test Team 3",2020-01-07,2020-01-14
"20","Test Team 3",2020-01-06,2020-01-14
"20","Test Team 3",2020-01-07,2020-01-08
"20","Test Team 3",2020-01-07,2020-01-07
"20","Test Team 3",2020-01-07,2020-01-14
"20","Test Team 3",2020-01-07,2020-03-10
"1","Test Team 3",2020-01-13,2020-07-28
"1","Test Team 3",2020-01-14,2020-09-29
"1","Test Team 3",2020-01-14,2020-04-28
"1","Test Team 3",2020-01-14,2020-04-05
"1","Test Team 3",2020-01-13,2020-01-21
"1","Test Team 3",2020-01-14,2020-02-11
"1","Test Team 3",2020-01-14,2020-03-17
"1","Test Team 3",2020-01-14,2020-02-04
"1","Test Team 3",2020-01-14,2020-01-15
"1","Test Team 3",2020-01-14,2020-02-10
"2","Test Team 3",2020-01-14,2020-02-18
"2","Test Team 3",2020-01-14,2020-03-17
"2","Test Team 3",2020-01-13,2020-01-14
"2","Test Team 3",2020-01-14,2020-01-28
"2","Test Team 3",2020-01-13,2020-01-22
"2","Test Team 3",2020-01-14,2020-01-22
"2","Test Team 3",2020-01-14,2020-02-04
"2","Test Team 3",2020-01-14,2020-11-15
"2","Test Team 3",2020-01-14,2020-02-04
"2","Test Team 3",2020-01-14,2020-01-21
"3","Test Team 3",2020-01-14,2020-01-15
"4","Test Team 3",2020-01-14,2020-08-04
"4","Test Team 3",2020-01-14,2021-01-01
"4","Test Team 3",2020-01-14,2021-01-01
"4","Test Team 3",2020-01-14,2020-03-16
"4","Test Team 3",2020-01-12,2020-06-02
"4","Test Team 3",2020-01-14,2020-03-01
"4","Test Team 3",2020-01-14,2020-02-21
"4","Test Team 3",2020-01-13,2021-01-01
"4","Test Team 3",2020-01-12,2020-01-21
"4","Test Team 3",2020-01-14,2020-02-18
"4","Test Team 3",2020-01-14,2020-06-30
"4","Test Team 3",2020-01-14,2020-05-26
"4","Test Team 3",2020-01-14,2021-01-01
"4","Test Team 3",2020-01-14,2020-02-11
"4","Test Team 3",2020-01-12,2021-01-01
"5","Test Team 3",2020-01-14,2021-01-01
"5","Test Team 3",2020-01-14,2020-02-23
"5","Test Team 3",2020-01-14,2020-01-14
"5","Test Team 3",2020-01-14,2020-01-14
"5","Test Team 3",2020-01-12,2020-08-04
"5","Test Team 3",2020-01-12,2020-12-06
"5","Test Team 3",2020-01-12,2020-10-06
"5","Test Team 3",2020-01-14,2020-08-18
"5","Test Team 3",2020-01-12,2020-01-14
"5","Test Team 3",2020-01-13,2020-02-04
"6","Test Team 3",2020-01-14,2020-01-15
"6","Test Team 3",2020-01-14,2020-09-28
"6","Test Team 3",2020-01-14,2020-07-12
"6","Test Team 3",2020-01-12,2020-01-14
"6","Test Team 3",2020-01-14,2020-01-28
"6","Test Team 3",2020-01-14,2020-03-24
"6","Test Team 3",2020-01-12,2020-10-20
"6","Test Team 3",2020-01-14,2020-06-09
"6","Test Team 3",2020-01-14,2020-01-14
"6","Test Team 3",2020-01-14,2020-07-14
"6","Test Team 3",2020-01-14,2020-04-21
"6","Test Team 3",2020-01-14,2020-12-08
"6","Test Team 3",2020-01-14,2020-01-14
"7","Test Team 3",2020-01-14,2021-01-01
"7","Test Team 3",2020-01-14,2021-01-01
"8","Test Team 3",2020-01-12,2020-02-18
"8","Test Team 3",2020-01-14,2021-01-01
"8","Test Team 3",2020-01-13,2020-01-21
"8","Test Team 3",2020-01-13,2020-01-21
"8","Test Team 3",2020-01-14,2020-02-25
"8","Test Team 3",2020-01-14,2021-01-01
"8","Test Team 3",2020-01-12,2020-01-21
"8","Test Team 3",2020-01-14,2020-01-29
"8","Test Team 3",2020-01-14,2021-01-01
"8","Test Team 3",2020-01-14,2020-03-24
"8","Test Team 3",2020-01-13,2021-01-01
"8","Test Team 3",2020-01-14,2020-03-10
"8","Test Team 3",2020-01-14,2020-01-21
"8","Test Team 3",2020-01-13,2020-04-28
"8","Test Team 3",2020-01-14,2020-03-01
"8","Test Team 3",2020-01-14,2020-01-20
"8","Test Team 3",2020-01-14,2020-03-08
"9","Test Team 3",2020-01-14,2020-02-25
"9","Test Team 3",2020-01-14,2020-02-25
"9","Test Team 3",2020-01-12,2020-02-18
